"","FID","SUM_Length","DOXY_MN","PPROD_MN","SST_MEAN","Join_Count","Latitude","Longitude","BINOMIAL","LEGEND","WDPA_PID","NAME","DESIG","DESIG_TYPE","IUCN_CAT","GIS_AREA","label"
"19",4,313.3862083,205.71726,0.01079,28.87,15,3.820825091,-10.16956752,"Mola mola","Extant (resident)"," "," "," "," "," ",0,"NORTH ATLANTIC OCEAN"
"20",4,313.3862083,205.71726,0.01079,28.87,15,3.820825091,-10.16956752,"Epinephelus marginatus","Extant (resident)"," "," "," "," "," ",0,"NORTH ATLANTIC OCEAN"
"21",4,313.3862083,205.71726,0.01079,28.87,15,3.820825091,-10.16956752,"Pseudotolithus senegallus","Extant (resident)"," "," "," "," "," ",0,"NORTH ATLANTIC OCEAN"
"22",4,313.3862083,205.71726,0.01079,28.87,15,3.820825091,-10.16956752,"Epinephelus itajara","Extant (resident)"," "," "," "," "," ",0,"NORTH ATLANTIC OCEAN"
"23",5,0,318.10264,0.00284,5.31375,1,-51.97738914,42.00001146,"Thunnus maccoyii","Extant (resident)"," "," "," "," "," ",0,"INDIAN OCEAN"
"24",6,2534.351143,199.76136,0.00113,27.0075,17,12.08126747,126.1689468,"Amblyglyphidodon batunai","Extant (resident)","305726","Handumon","Marine Sanctuary","National","VI",0.430358944,"NORTH PACIFIC OCEAN"
"25",6,2534.351143,199.76136,0.00113,27.0075,17,12.08126747,126.1689468,"Amblyglyphidodon ternatensis","Extant (resident)","305726","Handumon","Marine Sanctuary","National","VI",0.430358944,"NORTH PACIFIC OCEAN"
"26",6,2534.351143,199.76136,0.00113,27.0075,17,12.08126747,126.1689468,"Albula glossodonta","Extant (resident)","305726","Handumon","Marine Sanctuary","National","VI",0.430358944,"NORTH PACIFIC OCEAN"
"27",6,2534.351143,199.76136,0.00113,27.0075,17,12.08126747,126.1689468,"Makaira nigricans","Extant (resident)","305726","Handumon","Marine Sanctuary","National","VI",0.430358944,"NORTH PACIFIC OCEAN"
"28",6,2534.351143,199.76136,0.00113,27.0075,17,12.08126747,126.1689468,"Hippocampus trimaculatus","Extant (resident)","305726","Handumon","Marine Sanctuary","National","VI",0.430358944,"NORTH PACIFIC OCEAN"
"29",6,2534.351143,199.76136,0.00113,27.0075,17,12.08126747,126.1689468,"Bolbometopon muricatum","Extant (resident)","305726","Handumon","Marine Sanctuary","National","VI",0.430358944,"NORTH PACIFIC OCEAN"
"30",6,2534.351143,199.76136,0.00113,27.0075,17,12.08126747,126.1689468,"Hippocampus histrix","Extant (resident)","305726","Handumon","Marine Sanctuary","National","VI",0.430358944,"NORTH PACIFIC OCEAN"
"31",6,2534.351143,199.76136,0.00113,27.0075,17,12.08126747,126.1689468,"Hippocampus spinosissimus","Extant (resident)","305726","Handumon","Marine Sanctuary","National","VI",0.430358944,"NORTH PACIFIC OCEAN"
"32",6,2534.351143,199.76136,0.00113,27.0075,17,12.08126747,126.1689468,"Hippocampus barbouri","Extant (resident)","305726","Handumon","Marine Sanctuary","National","VI",0.430358944,"NORTH PACIFIC OCEAN"
"33",6,2534.351143,199.76136,0.00113,27.0075,17,12.08126747,126.1689468,"Hippocampus kelloggi","Extant (resident)","305726","Handumon","Marine Sanctuary","National","VI",0.430358944,"NORTH PACIFIC OCEAN"
"34",6,2534.351143,199.76136,0.00113,27.0075,17,12.08126747,126.1689468,"Mola mola","Extant (resident)","305726","Handumon","Marine Sanctuary","National","VI",0.430358944,"NORTH PACIFIC OCEAN"
"35",6,2534.351143,199.76136,0.00113,27.0075,17,12.08126747,126.1689468,"Plectropomus areolatus","Extant (resident)","305726","Handumon","Marine Sanctuary","National","VI",0.430358944,"NORTH PACIFIC OCEAN"
"36",6,2534.351143,199.76136,0.00113,27.0075,17,12.08126747,126.1689468,"Epinephelus fuscoguttatus","Extant (resident)","305726","Handumon","Marine Sanctuary","National","VI",0.430358944,"NORTH PACIFIC OCEAN"
"37",6,2534.351143,199.76136,0.00113,27.0075,17,12.08126747,126.1689468,"Epinephelus polyphekadion","Extant (resident)","305726","Handumon","Marine Sanctuary","National","VI",0.430358944,"NORTH PACIFIC OCEAN"
"38",6,2534.351143,199.76136,0.00113,27.0075,17,12.08126747,126.1689468,"Nemipterus virgatus","Extant (resident)","305726","Handumon","Marine Sanctuary","National","VI",0.430358944,"NORTH PACIFIC OCEAN"
"39",6,2534.351143,199.76136,0.00113,27.0075,17,12.08126747,126.1689468,"Oxymonacanthus longirostris","Extant (resident)","305726","Handumon","Marine Sanctuary","National","VI",0.430358944,"NORTH PACIFIC OCEAN"
"40",6,2534.351143,199.76136,0.00113,27.0075,17,12.08126747,126.1689468,"Hippocampus comes","Extant (resident)","305726","Handumon","Marine Sanctuary","National","VI",0.430358944,"NORTH PACIFIC OCEAN"
"41",7,0,223.7481,0.014,21.06375,1,-39.97738914,26.00001146,"Thunnus maccoyii","Extant (resident)"," "," "," "," "," ",0,"INDIAN OCEAN"
"42",8,39.94779576,304.4953,0.01025,8.72866,0,-55.97816596,-61.99876686," "," ","555558346","Namuncurá - Banco Burdwood","Área Marina Protegida","National","Not Reported",28676.84793,"SOUTH ATLANTIC OCEAN"
"43",9,3.610257359,205.41636,0.00728,26.41937,16,0.022599112,-94.00000289,"Bathygobius lineatus","Extant (resident)","187","Galápagos","Parque Nacional","National","Not Reported",7711.913432,"NORTH PACIFIC OCEAN"
"44",9,3.610257359,205.41636,0.00728,26.41937,16,0.022599112,-94.00000289,"Malacoctenus zonogaster","Extant (resident)","187","Galápagos","Parque Nacional","National","Not Reported",7711.913432,"NORTH PACIFIC OCEAN"
"45",9,3.610257359,205.41636,0.00728,26.41937,16,0.022599112,-94.00000289,"Lepidonectes corallicola","Extant (resident)","187","Galápagos","Parque Nacional","National","Not Reported",7711.913432,"NORTH PACIFIC OCEAN"
"46",9,3.610257359,205.41636,0.00728,26.41937,16,0.022599112,-94.00000289,"Makaira nigricans","Extant (resident)","187","Galápagos","Parque Nacional","National","Not Reported",7711.913432,"NORTH PACIFIC OCEAN"
"47",9,3.610257359,205.41636,0.00728,26.41937,16,0.022599112,-94.00000289,"Myxodagnus sagitta","Extant (resident)","187","Galápagos","Parque Nacional","National","Not Reported",7711.913432,"NORTH PACIFIC OCEAN"
"48",9,3.610257359,205.41636,0.00728,26.41937,16,0.022599112,-94.00000289,"Labrisomus jenkinsi","Extant (resident)","187","Galápagos","Parque Nacional","National","Not Reported",7711.913432,"NORTH PACIFIC OCEAN"
"49",9,3.610257359,205.41636,0.00728,26.41937,16,0.022599112,-94.00000289,"Odontoscion eurymesops","Extant (resident)","187","Galápagos","Parque Nacional","National","Not Reported",7711.913432,"NORTH PACIFIC OCEAN"
"50",9,3.610257359,205.41636,0.00728,26.41937,16,0.022599112,-94.00000289,"Dactyloscopus lacteus","Extant (resident)","187","Galápagos","Parque Nacional","National","Not Reported",7711.913432,"NORTH PACIFIC OCEAN"
"51",9,3.610257359,205.41636,0.00728,26.41937,16,0.022599112,-94.00000289,"Arcos poecilophthalmus","Extant (resident)","187","Galápagos","Parque Nacional","National","Not Reported",7711.913432,"NORTH PACIFIC OCEAN"
"52",9,3.610257359,205.41636,0.00728,26.41937,16,0.022599112,-94.00000289,"Platygillellus rubellulus","Extant (resident)","187","Galápagos","Parque Nacional","National","Not Reported",7711.913432,"NORTH PACIFIC OCEAN"
"53",9,3.610257359,205.41636,0.00728,26.41937,16,0.022599112,-94.00000289,"Starksia galapagensis","Extant (resident)","187","Galápagos","Parque Nacional","National","Not Reported",7711.913432,"NORTH PACIFIC OCEAN"
"54",9,3.610257359,205.41636,0.00728,26.41937,16,0.022599112,-94.00000289,"Acanthemblemaria castroi","Extant (resident)","187","Galápagos","Parque Nacional","National","Not Reported",7711.913432,"NORTH PACIFIC OCEAN"
"55",9,3.610257359,205.41636,0.00728,26.41937,16,0.022599112,-94.00000289,"Gobioclinus dendriticus","Extant (resident)","187","Galápagos","Parque Nacional","National","Not Reported",7711.913432,"NORTH PACIFIC OCEAN"
"56",9,3.610257359,205.41636,0.00728,26.41937,16,0.022599112,-94.00000289,"Umbrina galapagorum","Extant (resident)","187","Galápagos","Parque Nacional","National","Not Reported",7711.913432,"NORTH PACIFIC OCEAN"
"57",9,3.610257359,205.41636,0.00728,26.41937,16,0.022599112,-94.00000289,"Mola mola","Extant (resident)","187","Galápagos","Parque Nacional","National","Not Reported",7711.913432,"NORTH PACIFIC OCEAN"
"58",9,3.610257359,205.41636,0.00728,26.41937,16,0.022599112,-94.00000289,"Mycteroperca olfax","Extant (resident)","187","Galápagos","Parque Nacional","National","Not Reported",7711.913432,"NORTH PACIFIC OCEAN"
"59",10,0,361.06592,0.00086,-1.78937,0,80.02261086,86.00001146," "," "," "," "," "," "," ",0,"ARCTIC OCEAN"
"60",11,0,301.82052,0.00269,5.8125,0,-59.97738914,-125.9999885," "," "," "," "," "," "," ",0,"SOUTHERN OCEAN"
"61",12,26.26313427,203.20554,0.00134,25.58062,18,16.02343874,126.0007703,"Anguilla japonica","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"62",12,26.26313427,203.20554,0.00134,25.58062,18,16.02343874,126.0007703,"Amblyglyphidodon batunai","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"63",12,26.26313427,203.20554,0.00134,25.58062,18,16.02343874,126.0007703,"Amblyglyphidodon ternatensis","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"64",12,26.26313427,203.20554,0.00134,25.58062,18,16.02343874,126.0007703,"Albula glossodonta","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"65",12,26.26313427,203.20554,0.00134,25.58062,18,16.02343874,126.0007703,"Makaira nigricans","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"66",12,26.26313427,203.20554,0.00134,25.58062,18,16.02343874,126.0007703,"Hippocampus trimaculatus","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"67",12,26.26313427,203.20554,0.00134,25.58062,18,16.02343874,126.0007703,"Bolbometopon muricatum","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"68",12,26.26313427,203.20554,0.00134,25.58062,18,16.02343874,126.0007703,"Hippocampus histrix","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"69",12,26.26313427,203.20554,0.00134,25.58062,18,16.02343874,126.0007703,"Hippocampus spinosissimus","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"70",12,26.26313427,203.20554,0.00134,25.58062,18,16.02343874,126.0007703,"Hippocampus barbouri","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"71",12,26.26313427,203.20554,0.00134,25.58062,18,16.02343874,126.0007703,"Hippocampus kelloggi","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"72",12,26.26313427,203.20554,0.00134,25.58062,18,16.02343874,126.0007703,"Mola mola","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"73",12,26.26313427,203.20554,0.00134,25.58062,18,16.02343874,126.0007703,"Plectropomus areolatus","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"74",12,26.26313427,203.20554,0.00134,25.58062,18,16.02343874,126.0007703,"Epinephelus fuscoguttatus","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"75",12,26.26313427,203.20554,0.00134,25.58062,18,16.02343874,126.0007703,"Epinephelus polyphekadion","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"76",12,26.26313427,203.20554,0.00134,25.58062,18,16.02343874,126.0007703,"Nemipterus virgatus","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"77",12,26.26313427,203.20554,0.00134,25.58062,18,16.02343874,126.0007703,"Oxymonacanthus longirostris","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"78",12,26.26313427,203.20554,0.00134,25.58062,18,16.02343874,126.0007703,"Hippocampus comes","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"79",13,11.44224871,198.9208,0.00485,29.59125,8,0.022652324,170.000033,"Albula glossodonta","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"80",13,11.44224871,198.9208,0.00485,29.59125,8,0.022652324,170.000033,"Makaira nigricans","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"81",13,11.44224871,198.9208,0.00485,29.59125,8,0.022652324,170.000033,"Bolbometopon muricatum","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"82",13,11.44224871,198.9208,0.00485,29.59125,8,0.022652324,170.000033,"Mola mola","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"83",13,11.44224871,198.9208,0.00485,29.59125,8,0.022652324,170.000033,"Plectropomus areolatus","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"84",13,11.44224871,198.9208,0.00485,29.59125,8,0.022652324,170.000033,"Epinephelus fuscoguttatus","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"85",13,11.44224871,198.9208,0.00485,29.59125,8,0.022652324,170.000033,"Epinephelus polyphekadion","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"86",13,11.44224871,198.9208,0.00485,29.59125,8,0.022652324,170.000033,"Oxymonacanthus longirostris","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"87",14,0,362.38792,8e-04,-1.7625,0,84.02261086,50.00001146," "," ","61502","Zemlya Frantsa-Iosifa / Franz Josef Land","Zakaznik (Federal)","National","IV",139554.9708,"ARCTIC OCEAN"
"88",15,0,245.68938,0.0055,16.39125,1,-43.97738914,46.00001146,"Thunnus maccoyii","Extant (resident)","345888_F","Réserve Naturelle Nationale des Terres australes françaises (Périmètre de protection de la )","Réserve Naturelle Nationale","National","VI",989240.0666,"INDIAN OCEAN"
"89",16,1296.122991,200.9205,0.00451,27.29875,14,8.210545822,82.55726146,"Albula glossodonta","Extant (resident)","3296","Grate Sober Island","Sanctuary","National","IV",0.644222426,"INDIAN OCEAN"
"90",16,1296.122991,200.9205,0.00451,27.29875,14,8.210545822,82.55726146,"Makaira nigricans","Extant (resident)","3296","Grate Sober Island","Sanctuary","National","IV",0.644222426,"INDIAN OCEAN"
"91",16,1296.122991,200.9205,0.00451,27.29875,14,8.210545822,82.55726146,"Hippocampus trimaculatus","Extant (resident)","3296","Grate Sober Island","Sanctuary","National","IV",0.644222426,"INDIAN OCEAN"
"92",16,1296.122991,200.9205,0.00451,27.29875,14,8.210545822,82.55726146,"Bolbometopon muricatum","Extant (resident)","3296","Grate Sober Island","Sanctuary","National","IV",0.644222426,"INDIAN OCEAN"
"93",16,1296.122991,200.9205,0.00451,27.29875,14,8.210545822,82.55726146,"Omobranchus smithi","Extant (resident)","3296","Grate Sober Island","Sanctuary","National","IV",0.644222426,"INDIAN OCEAN"
"94",16,1296.122991,200.9205,0.00451,27.29875,14,8.210545822,82.55726146,"Omobranchus hikkaduwensis","Extant (resident)","3296","Grate Sober Island","Sanctuary","National","IV",0.644222426,"INDIAN OCEAN"
"95",16,1296.122991,200.9205,0.00451,27.29875,14,8.210545822,82.55726146,"Hippocampus histrix","Extant (resident)","3296","Grate Sober Island","Sanctuary","National","IV",0.644222426,"INDIAN OCEAN"
"96",16,1296.122991,200.9205,0.00451,27.29875,14,8.210545822,82.55726146,"Hippocampus spinosissimus","Extant (resident)","3296","Grate Sober Island","Sanctuary","National","IV",0.644222426,"INDIAN OCEAN"
"97",16,1296.122991,200.9205,0.00451,27.29875,14,8.210545822,82.55726146,"Hippocampus kelloggi","Extant (resident)","3296","Grate Sober Island","Sanctuary","National","IV",0.644222426,"INDIAN OCEAN"
"98",16,1296.122991,200.9205,0.00451,27.29875,14,8.210545822,82.55726146,"Mola mola","Extant (resident)","3296","Grate Sober Island","Sanctuary","National","IV",0.644222426,"INDIAN OCEAN"
"99",16,1296.122991,200.9205,0.00451,27.29875,14,8.210545822,82.55726146,"Plectropomus areolatus","Extant (resident)","3296","Grate Sober Island","Sanctuary","National","IV",0.644222426,"INDIAN OCEAN"
"100",16,1296.122991,200.9205,0.00451,27.29875,14,8.210545822,82.55726146,"Epinephelus fuscoguttatus","Extant (resident)","3296","Grate Sober Island","Sanctuary","National","IV",0.644222426,"INDIAN OCEAN"
"101",16,1296.122991,200.9205,0.00451,27.29875,14,8.210545822,82.55726146,"Epinephelus polyphekadion","Extant (resident)","3296","Grate Sober Island","Sanctuary","National","IV",0.644222426,"INDIAN OCEAN"
"102",16,1296.122991,200.9205,0.00451,27.29875,14,8.210545822,82.55726146,"Oxymonacanthus longirostris","Extant (resident)","3296","Grate Sober Island","Sanctuary","National","IV",0.644222426,"INDIAN OCEAN"
"103",17,0,315.38888,0.00676,3.38687,0,48.02261086,162.0000115," "," "," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"104",18,0,345.8374,0.00226,0.13812,0,-63.97738914,42.00001146," "," "," "," "," "," "," ",0,"SOUTHERN OCEAN"
"105",19,1116.482195,231.21636,0.00215,17.90857,13,35.69956109,-6.495772811,"Dentex dentex","Extant (resident)","68175","Doñana","Ramsar Site, Wetland of International Importance","International","Not Reported",1133.287188,"NORTH ATLANTIC OCEAN"
"106",19,1116.482195,231.21636,0.00215,17.90857,13,35.69956109,-6.495772811,"Megalops atlanticus","Extant (resident)","68175","Doñana","Ramsar Site, Wetland of International Importance","International","Not Reported",1133.287188,"NORTH ATLANTIC OCEAN"
"107",19,1116.482195,231.21636,0.00215,17.90857,13,35.69956109,-6.495772811,"Kajikia albida","Extant (resident)","68175","Doñana","Ramsar Site, Wetland of International Importance","International","Not Reported",1133.287188,"NORTH ATLANTIC OCEAN"
"108",19,1116.482195,231.21636,0.00215,17.90857,13,35.69956109,-6.495772811,"Labrus viridis","Extant (resident)","68175","Doñana","Ramsar Site, Wetland of International Importance","International","Not Reported",1133.287188,"NORTH ATLANTIC OCEAN"
"109",19,1116.482195,231.21636,0.00215,17.90857,13,35.69956109,-6.495772811,"Thunnus thynnus","Extant (resident)","68175","Doñana","Ramsar Site, Wetland of International Importance","International","Not Reported",1133.287188,"NORTH ATLANTIC OCEAN"
"110",19,1116.482195,231.21636,0.00215,17.90857,13,35.69956109,-6.495772811,"Sardinella maderensis","Extant (resident)","68175","Doñana","Ramsar Site, Wetland of International Importance","International","Not Reported",1133.287188,"NORTH ATLANTIC OCEAN"
"111",19,1116.482195,231.21636,0.00215,17.90857,13,35.69956109,-6.495772811,"Coryphaenoides rupestris","Extant (resident)","68175","Doñana","Ramsar Site, Wetland of International Importance","International","Not Reported",1133.287188,"NORTH ATLANTIC OCEAN"
"112",19,1116.482195,231.21636,0.00215,17.90857,13,35.69956109,-6.495772811,"Trachurus trachurus","Extant (resident)","68175","Doñana","Ramsar Site, Wetland of International Importance","International","Not Reported",1133.287188,"NORTH ATLANTIC OCEAN"
"113",19,1116.482195,231.21636,0.00215,17.90857,13,35.69956109,-6.495772811,"Anguilla anguilla","Extant (resident)","68175","Doñana","Ramsar Site, Wetland of International Importance","International","Not Reported",1133.287188,"NORTH ATLANTIC OCEAN"
"114",19,1116.482195,231.21636,0.00215,17.90857,13,35.69956109,-6.495772811,"Balistes capriscus","Extant (resident)","68175","Doñana","Ramsar Site, Wetland of International Importance","International","Not Reported",1133.287188,"NORTH ATLANTIC OCEAN"
"115",19,1116.482195,231.21636,0.00215,17.90857,13,35.69956109,-6.495772811,"Mola mola","Extant (resident)","68175","Doñana","Ramsar Site, Wetland of International Importance","International","Not Reported",1133.287188,"NORTH ATLANTIC OCEAN"
"116",19,1116.482195,231.21636,0.00215,17.90857,13,35.69956109,-6.495772811,"Epinephelus marginatus","Extant (resident)","68175","Doñana","Ramsar Site, Wetland of International Importance","International","Not Reported",1133.287188,"NORTH ATLANTIC OCEAN"
"117",19,1116.482195,231.21636,0.00215,17.90857,13,35.69956109,-6.495772811,"Pomatomus saltatrix","Extant (resident)","68175","Doñana","Ramsar Site, Wetland of International Importance","International","Not Reported",1133.287188,"NORTH ATLANTIC OCEAN"
"118",20,0,344.43584,0.0022,-0.32125,0,-63.97738914,98.00001146," "," "," "," "," "," "," ",0,"SOUTHERN OCEAN"
"119",21,436.5895397,349.33324,0.00206,-0.18437,0,-66.37127174,126.2053031," "," "," "," "," "," "," ",0,"SOUTHERN OCEAN"
"120",22,0,206.09796,0.01087,26.91562,4,-7.977383247,-149.9999879,"Makaira nigricans","Extant (resident)"," "," "," "," "," ",0,"SOUTH PACIFIC OCEAN"
"121",22,0,206.09796,0.01087,26.91562,4,-7.977383247,-149.9999879,"Bolbometopon muricatum","Extant (resident)"," "," "," "," "," ",0,"SOUTH PACIFIC OCEAN"
"122",22,0,206.09796,0.01087,26.91562,4,-7.977383247,-149.9999879,"Mola mola","Extant (resident)"," "," "," "," "," ",0,"SOUTH PACIFIC OCEAN"
"123",22,0,206.09796,0.01087,26.91562,4,-7.977383247,-149.9999879,"Epinephelus polyphekadion","Extant (resident)"," "," "," "," "," ",0,"SOUTH PACIFIC OCEAN"
"124",23,0,303.013,0.00338,7.12875,0,-55.97738914,-81.99998854," "," "," "," "," "," "," ",0,"SOUTH PACIFIC OCEAN"
"125",24,104.935241,205.2763,1e-04,25.44062,28,20.02440074,-61.99897757,"Lutjanus cyanopterus","Extant (resident)","14075","Shoal Bay & Island Harbour","Marine Park","National","Not Reported",17.89521909,"NORTH ATLANTIC OCEAN"
"126",24,104.935241,205.2763,1e-04,25.44062,28,20.02440074,-61.99897757,"Lutjanus cyanopterus","Extant (resident)","14075","Shoal Bay & Island Harbour","Marine Park","National","Not Reported",17.89521909,"NORTH ATLANTIC OCEAN"
"127",24,104.935241,205.2763,1e-04,25.44062,28,20.02440074,-61.99897757,"Psilotris boehlkei","Extant (resident)","14075","Shoal Bay & Island Harbour","Marine Park","National","Not Reported",17.89521909,"NORTH ATLANTIC OCEAN"
"128",24,104.935241,205.2763,1e-04,25.44062,28,20.02440074,-61.99897757,"Coryphopterus thrix","Extant (resident)","14075","Shoal Bay & Island Harbour","Marine Park","National","Not Reported",17.89521909,"NORTH ATLANTIC OCEAN"
"129",24,104.935241,205.2763,1e-04,25.44062,28,20.02440074,-61.99897757,"Coryphopterus eidolon","Extant (resident)","14075","Shoal Bay & Island Harbour","Marine Park","National","Not Reported",17.89521909,"NORTH ATLANTIC OCEAN"
"130",24,104.935241,205.2763,1e-04,25.44062,28,20.02440074,-61.99897757,"Coryphopterus tortugae","Extant (resident)","14075","Shoal Bay & Island Harbour","Marine Park","National","Not Reported",17.89521909,"NORTH ATLANTIC OCEAN"
"131",24,104.935241,205.2763,1e-04,25.44062,28,20.02440074,-61.99897757,"Coryphopterus venezuelae","Extant (resident)","14075","Shoal Bay & Island Harbour","Marine Park","National","Not Reported",17.89521909,"NORTH ATLANTIC OCEAN"
"132",24,104.935241,205.2763,1e-04,25.44062,28,20.02440074,-61.99897757,"Coryphopterus lipernes","Extant (resident)","14075","Shoal Bay & Island Harbour","Marine Park","National","Not Reported",17.89521909,"NORTH ATLANTIC OCEAN"
"133",24,104.935241,205.2763,1e-04,25.44062,28,20.02440074,-61.99897757,"Coryphopterus personatus","Extant (resident)","14075","Shoal Bay & Island Harbour","Marine Park","National","Not Reported",17.89521909,"NORTH ATLANTIC OCEAN"
"134",24,104.935241,205.2763,1e-04,25.44062,28,20.02440074,-61.99897757,"Coryphopterus alloides","Extant (resident)","14075","Shoal Bay & Island Harbour","Marine Park","National","Not Reported",17.89521909,"NORTH ATLANTIC OCEAN"
"135",24,104.935241,205.2763,1e-04,25.44062,28,20.02440074,-61.99897757,"Elacatinus prochilos","Extant (resident)","14075","Shoal Bay & Island Harbour","Marine Park","National","Not Reported",17.89521909,"NORTH ATLANTIC OCEAN"
"136",24,104.935241,205.2763,1e-04,25.44062,28,20.02440074,-61.99897757,"Rhomboplites aurorubens","Extant (resident)","14075","Shoal Bay & Island Harbour","Marine Park","National","Not Reported",17.89521909,"NORTH ATLANTIC OCEAN"
